id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of,extra_attr
transformer.9.mha.attn_kernel.k@0,N,transformer.9.mha.k@0,,I,,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,,,,
transformer.9.mha.attn_kernel.v@0,N,transformer.9.mha.v@0,,I,,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,,,,
transformer.9.mha.attn_kernel.k1@0,N,transformer.9.mha.attn_kernel.k@0,,I,,"Batch/dp,Seq,Dmodel/Head,Head/tp",1,,,,
transformer.9.mha.attn_kernel.v1@0,N,transformer.9.mha.attn_kernel.v@0,,I,,"Batch/dp,Seq,Dmodel/Head,Head/tp",1,,,,
transformer.9.mha.attn_kernel.qkv@0,N,transformer.9.mha.attn_kernel.q@0,,CUSTOM,Batch/dp*Seq/cp*Dmodel/Head*Head/tp*3,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,,"{""data_deps"": [""transformer.9.mha.attn_kernel.k1@0"", ""transformer.9.mha.attn_kernel.v1@0""]}"
transformer.9.mha.attn_kernel.dqkv@0,N,transformer.9.mha.dattn@0,,I,,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,,,transformer.9.mha.attn_kernel.qkv@0,
transformer.9.mha.attn_kernel.dq@0,N,transformer.9.mha.attn_kernel.dqkv@0,,CUSTOM,Batch/dp*Seq/cp*Dmodel/Head*Head/tp*6,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,transformer.9.mha.attn_kernel.q@0,
transformer.9.mha.attn_kernel.dk@0,N,transformer.9.mha.attn_kernel.dqkv@0,,CUSTOM,Batch/dp*Seq/cp*Dmodel/Head*Head/tp*6,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,"Batch/dp,Seq,Dmodel/Head,Head/tp",1/cp,,
transformer.9.mha.attn_kernel.dv@0,N,transformer.9.mha.attn_kernel.dqkv@0,,CUSTOM,Batch/dp*Seq/cp*Dmodel/Head*Head/tp*6,"Batch/dp,Seq/cp,Dmodel/Head,Head/tp",1,"Batch/dp,Seq,Dmodel/Head,Head/tp",1/cp,,
transformer.9.mha_res.x1@0,N,transformer.9.mha.o@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.mha_res.x2@0,N,transformer.9.input_norm.x@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.mha_res.y@0,N,transformer.9.mha_res.x1@0,transformer.9.mha_res.x2@0,A,,"Batch/dp,Seq/(cp*tp),Dmodel",1,"Batch/dp,Seq/(cp*tp),Dmodel",1.00000000000000,,
transformer.9.mha_res.dy@0,N,transformer.9.post_attn_norm.dx@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.mha_res.y@0,
transformer.9.mha_res.dx1@0,N,transformer.9.mha_res.dy@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.mha_res.x1@0,
transformer.9.mha_res.dx2@0,N,transformer.9.mha_res.dy@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.mha_res.x2@0,
transformer.9.post_attn_norm.x@0,N,transformer.9.mha_res.y@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.post_attn_norm.y@0,N,transformer.9.post_attn_norm.x@0,,E,5.0,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.post_attn_norm.dy@0,N,transformer.9.ffn.dx0@0,transformer.9.ffn_res.dx2@0,A,,"Batch/dp,Seq/(cp*tp),Dmodel",1,"Batch/dp,Seq/(cp*tp),Dmodel",1,transformer.9.post_attn_norm.y@0,
transformer.9.post_attn_norm.dx@0,N,transformer.9.post_attn_norm.dy@0,,E,5.0,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.post_attn_norm.x@0,
transformer.9.ffn.x0@0,N,transformer.9.post_attn_norm.y@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.ffn.wgate@0,N,transformer.9._assembled_weight@0,,CUSTOM,0,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,"Dmodel,Dff/tp",1,,
transformer.9.ffn.wdown@0,N,transformer.9._assembled_weight@0,,CUSTOM,0,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,"Dff/tp,Dmodel",1,,
transformer.9.ffn.x00@0,N,transformer.9.ffn.x0@0,,I,,"Batch/dp,Seq/cp,Dmodel",1,,,,
transformer.9.ffn.xgate@0,N,transformer.9.ffn.x00@0,transformer.9.ffn.wgate@0,M,"bsm,mn->bsn","Batch/dp,Seq/cp,Dmodel",1,"Dmodel,Dff/tp",1.00000000000000,,
transformer.9.ffn.xdown1@0,N,transformer.9.ffn.xgate@0,transformer.9.ffn.wdown@0,M,"bsm,mn->bsn","Batch/dp,Seq/cp,Dff/tp",1,"Dff/tp,Dmodel",1.00000000000000,,
transformer.9.ffn.xdown@0,N,transformer.9.ffn.xdown1@0,,I,,"Batch/dp,Seq/(cp*tp),Dff",1,,,,
transformer.9.ffn.dxdown@0,N,transformer.9.ffn_res.dx1@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.ffn.xdown@0,
transformer.9.ffn.dxdown2@0,N,transformer.9.ffn.dxdown@0,,I,,"Batch/dp,Seq/cp,Dmodel",1,,,,
transformer.9.ffn.dwdown@0,N,transformer.9.ffn.dxdown2@0,transformer.9.ffn.xgate@0,M,"bsn,bsm->mn","Batch/dp,Seq/cp,Dmodel",1,"Batch/dp,Seq/cp,Dff/tp",1.00000000000000,transformer.9.ffn.wdown@0,
transformer.9.ffn.dxgate@0,N,transformer.9.ffn.dxdown2@0,transformer.9._ffn.wdown_backward@0,M,"bsn,mn->bsm","Batch/dp,Seq/cp,Dmodel",1,"Dff/tp,Dmodel",1.00000000000000,transformer.9.ffn.xgate@0,
transformer.9.ffn.x01@0,N,transformer.9.ffn.x0@0,,I,,"Batch/dp,Seq/cp,Dmodel",1,,,,
transformer.9.ffn.dwgate@0,N,transformer.9.ffn.dxgate@0,transformer.9.ffn.x01@0,M,"bsn,bsm->mn","Batch/dp,Seq/cp,Dff/tp",1,"Batch/dp,Seq/cp,Dmodel",1.00000000000000,transformer.9.ffn.wgate@0,
transformer.9.ffn.dx000@0,N,transformer.9.ffn.dxgate@0,transformer.9._ffn.wgate_backward@0,M,"bsn,mn->bsm","Batch/dp,Seq/cp,Dff/tp",1,"Dmodel,Dff/tp",1.00000000000000,,
transformer.9.ffn.dx0@0,N,transformer.9.ffn.dx000@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.ffn_res.x1@0,N,transformer.9.ffn.xdown@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.ffn_res.x2@0,N,transformer.9.post_attn_norm.x@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
transformer.9.ffn_res.y@0,N,transformer.9.ffn_res.x1@0,transformer.9.ffn_res.x2@0,A,,"Batch/dp,Seq/(cp*tp),Dmodel",1,"Batch/dp,Seq/(cp*tp),Dmodel",1.00000000000000,,
transformer.9.ffn_res.dy@0,N,out_emb.dx@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.ffn_res.y@0,
transformer.9.ffn_res.dx1@0,N,transformer.9.ffn_res.dy@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.ffn_res.x1@0,
transformer.9.ffn_res.dx2@0,N,transformer.9.ffn_res.dy@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,transformer.9.ffn_res.x2@0,
transformer.9._sharded_weight@0,Y,,,T,,(2*Dff*Dmodel/tp + 4*Dmodel**2/tp)/fsdp,1,,,,
transformer.9._assembled_weight@0,N,transformer.9._sharded_weight@0,,I,,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,,,,
transformer.9._sharded_grad@0,N,transformer.9._assembled_grad@0,,I,,(2*Dff*Dmodel/tp + 4*Dmodel**2/tp)/fsdp,1,,,transformer.9._sharded_weight@0,
transformer.9._assembled_grad@0,N,transformer.9.mha.dwqkv@0,,CUSTOM,0,"Dmodel,Dmodel/Head,3*Head/tp","Batch/dp,Seq/cp",2*Dff*Dmodel/tp + 4*Dmodel**2/tp,"Batch/dp,Seq/cp",,"{""data_deps"": [""transformer.9.mha.dwo@0"", ""transformer.9.ffn.dwgate@0"", ""transformer.9.ffn.dwdown@0""]}"
transformer.9._mha.wqkv_backward@0,N,transformer.9._assembled_weight_backward@0,,CUSTOM,0,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,"Dmodel,Dmodel/Head,3*Head/tp",1,,
transformer.9._mha.wo_backward@0,N,transformer.9._assembled_weight_backward@0,,CUSTOM,0,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,"Dmodel/Head,Head/tp,Dmodel",1,,
transformer.9._ffn.wgate_backward@0,N,transformer.9._assembled_weight_backward@0,,CUSTOM,0,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,"Dmodel,Dff/tp",1,,
transformer.9._ffn.wdown_backward@0,N,transformer.9._assembled_weight_backward@0,,CUSTOM,0,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,"Dff/tp,Dmodel",1,,
transformer.9._assembled_weight_backward@0,N,transformer.9._sharded_weight@0,,I,,2*Dff*Dmodel/tp + 4*Dmodel**2/tp,1,,,,
in_emb.x@0,N,,,T,,"Batch/dp,Seq/(cp*tp),Dvocal",1,,,,
in_emb.w@0,Y,,,T,,"Dvocal,Dmodel",1,,,,
in_emb.y@0,N,in_emb.x@0,in_emb.w@0,M,"bsm,mn->bsn","Batch/dp,Seq/(cp*tp),Dvocal",1,"Dvocal,Dmodel",1.00000000000000,,
in_emb.dy@0,N,transformer.0.input_norm.dx@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,in_emb.y@0,
in_emb.dw@0,N,in_emb.dy@0,in_emb.x@0,M,"bsn,bsm->mn","Batch/dp,Seq/(cp*tp),Dmodel",1,"Batch/dp,Seq/(cp*tp),Dvocal",1.00000000000000,in_emb.w@0,
in_emb.dx@0,N,in_emb.dy@0,in_emb.w@0,M,"bsn,mn->bsm","Batch/dp,Seq/(cp*tp),Dmodel",1,"Dvocal,Dmodel",1.00000000000000,in_emb.x@0,
out_emb.x@0,N,transformer.9.ffn_res.y@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
out_emb.w@0,Y,,,T,,"Dmodel,Dvocal",1,,,,
out_emb.y@0,N,out_emb.x@0,out_emb.w@0,M,"bsm,mn->bsn","Batch/dp,Seq/(cp*tp),Dmodel",1,"Dmodel,Dvocal",1.00000000000000,,
out_emb.dy@0,N,loss.dy@0,,I,,"Batch/dp,Seq/(cp*tp),Dvocal",1,,,out_emb.y@0,
out_emb.dw@0,N,out_emb.dy@0,out_emb.x@0,M,"bsn,bsm->mn","Batch/dp,Seq/(cp*tp),Dvocal",1,"Batch/dp,Seq/(cp*tp),Dmodel",1.00000000000000,out_emb.w@0,
out_emb.dx@0,N,out_emb.dy@0,out_emb.w@0,M,"bsn,mn->bsm","Batch/dp,Seq/(cp*tp),Dvocal",1,"Dmodel,Dvocal",1.00000000000000,out_emb.x@0,
loss.y@0,N,out_emb.y@0,,I,,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
loss.loss@0,N,loss.y@0,,E,5.0,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
loss.dy@0,N,loss.loss@0,,E,5.0,"Batch/dp,Seq/(cp*tp),Dmodel",1,,,,
